State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,season trim,season nombot,crop nombot,number randonnn
Andhra Pradesh,VIZIANAGARAM,2010,Whole Year ,Tapioca,16,105,Whole Year,3,3,0.208276453
Bihar,BANKA,2009,Summer     ,Rice,1,1,Summer,3,1,0.932527269
Nagaland,DIMAPUR,2005,Rabi       ,Rapeseed &Mustard,14200,13710,Rabi,2,3,0.381010433
Maharashtra,PARBHANI,1998,Kharif     ,Jowar,181600,202500,Kharif,1,3,0.774896049
Uttar Pradesh,JHANSI,1999,Kharif     ,Urad,27835,8768,Kharif,1,3,0.777106213
Chhattisgarh,DANTEWADA,2002,Whole Year ,Sugarcane,2,5,Whole Year,3,3,0.392638065
Gujarat,SURENDRANAGAR,2000,Summer     ,Bajra,300,600,Summer,3,3,0.473437977
Bihar,SAMASTIPUR,2013,Summer     ,Moong(Green Gram),12923,7961,Summer,3,3,0.207480019
Maharashtra,SANGLI,2004,Kharif     ,Other Cereals & Millets,200,100,Kharif,1,3,0.735282828
Uttar Pradesh,MAHOBA,2001,Kharif     ,Groundnut,10382,5243,Kharif,1,3,0.158970798
Gujarat,VALSAD,1997,Whole Year ,Banana,300,16400,Whole Year,3,3,0.982402329
Rajasthan,JAIPUR,2009,Whole Year ,Tobacco,7,10,Whole Year,3,3,0.154341634
Bihar,SHEIKHPURA,2010,Whole Year ,Sugarcane,739,50113,Whole Year,3,3,0.997530976
Bihar,SARAN,2007,Summer     ,Maize,6733,12187,Summer,3,2,0.277192235
Karnataka,MYSORE,2000,Rabi       ,Other  Rabi pulses,4857,511,Rabi,2,3,0.120257509
Karnataka,CHITRADURGA,2010,Summer     ,Maize,1547,6077,Summer,3,2,0.764756057
Maharashtra,PUNE,2005,Rabi       ,Gram,49500,33500,Rabi,2,3,0.242908392
Uttar Pradesh,BAHRAICH,2000,Rabi       ,Maize,362,587,Rabi,2,2,0.611287335
Bihar,DARBHANGA,2002,Whole Year ,Coriander,125,83,Whole Year,3,3,0.532361966
Madhya Pradesh,MANDLA,2005,Kharif     ,Niger seed,8208,1632,Kharif,1,3,0.46659376
Gujarat,PATAN,2011,Rabi       ,Wheat,43900,137900,Rabi,2,3,0.069644592
Maharashtra,NAGPUR,2004,Kharif     ,Jowar,40500,29400,Kharif,1,3,0.113994457
Rajasthan,JHALAWAR,1999,Kharif     ,Sunflower,283,149,Kharif,1,3,0.309589581
Tamil Nadu,THENI,1999,Kharif     ,Arhar/Tur,2607,1803,Kharif,1,3,0.778044423
Karnataka,UDUPI,2014,Rabi       ,Groundnut,1799,3647,Rabi,2,3,0.365568399
Madhya Pradesh,BARWANI,2011,Kharif     ,Jowar,41284,148078,Kharif,1,3,0.17716767
Bihar,ARWAL,2011,Rabi       ,Linseed,160,138,Rabi,2,3,0.554361367
Assam,HAILAKANDI,2010,Whole Year ,Tobacco,1,1,Whole Year,3,3,0.478225411
Karnataka,SHIMOGA,2011,Kharif     ,Rice,111399,324594,Kharif,1,1,0.336237649
Maharashtra,NANDED,1999,Rabi       ,Linseed,600,200,Rabi,2,3,0.564811164
Karnataka,BENGALURU URBAN,2005,Kharif     ,Niger seed,460,113,Kharif,1,3,0.749068903
West Bengal,24 PARAGANAS NORTH,2005,Rabi       ,Arhar/Tur,40,44,Rabi,2,3,0.639671153
Madhya Pradesh,CHHINDWARA,2011,Whole Year ,Sunflower,2,1,Whole Year,3,3,0.338845919
Uttar Pradesh,JAUNPUR,2005,Whole Year ,Tobacco,40,217,Whole Year,3,3,0.800820356
Uttar Pradesh,AZAMGARH,2003,Rabi       ,Linseed,3,2,Rabi,2,3,0.064544627
Uttar Pradesh,ETAH,2012,Kharif     ,Guar seed,10,8,Kharif,1,3,0.614004593
Haryana,FATEHABAD,2004,Whole Year ,Potato,252,6500,Whole Year,3,3,0.955979253
Assam,DHUBRI,2010,Rabi       ,Banana,965,14358,Rabi,2,3,0.605696876
Nagaland,PHEK,2009,Kharif     ,Soyabean,2050,2120,Kharif,1,3,0.499067358
Bihar,PASHCHIM CHAMPARAN,2011,Kharif     ,Other Kharif pulses,8,6,Kharif,1,3,0.814189419
Uttar Pradesh,ALLAHABAD,2006,Kharif     ,Small millets,84,50,Kharif,1,3,0.189635137
Chhattisgarh,KABIRDHAM,2005,Rabi       ,Rapeseed &Mustard,2205,612,Rabi,2,3,0.49773833
Tamil Nadu,VELLORE,2005,Kharif     ,Castor seed,257,96,Kharif,1,3,0.748689149
West Bengal,MURSHIDABAD,1999,Kharif     ,Dry ginger,236,253,Kharif,1,3,0.873310833
Odisha,KENDUJHAR,2004,Summer     ,Sesamum,5,2.3,Summer,3,3,0.50741296
Tamil Nadu,PUDUKKOTTAI,2000,Kharif     ,Sunflower,22,25,Kharif,1,3,0.142727909
Tamil Nadu,THANJAVUR,1998,Kharif     ,Groundnut,11843,19756,Kharif,1,3,0.303686066
Uttar Pradesh,AZAMGARH,2001,Rabi       ,Rapeseed &Mustard,1004,1023,Rabi,2,3,0.155783441
Gujarat,JAMNAGAR,2003,Kharif     ,Jowar,2900,2500,Kharif,1,3,0.442037159
Bihar,BUXAR,2003,Whole Year ,Potato,1737,20627,Whole Year,3,3,0.842795135
Maharashtra,NANDURBAR,2010,Kharif     ,Arhar/Tur,20100,14600,Kharif,1,3,0.869951614
Rajasthan,SIKAR,1999,Kharif     ,Other Kharif pulses,44082,5505,Kharif,1,3,0.389713889
Madhya Pradesh,SATNA,2001,Kharif     ,Rice,112519,116120,Kharif,1,1,0.59764231
Tamil Nadu,THANJAVUR,2010,Kharif     ,Groundnut,7522,28286,Kharif,1,3,0.28190448
Bihar,SITAMARHI,2005,Whole Year ,Potato,2604,19087,Whole Year,3,3,0.973718823
Karnataka,BAGALKOT,2003,Whole Year ,Mango,601,2073,Whole Year,3,3,0.2415126
Karnataka,HASSAN,2003,Whole Year ,Sweet potato,199,1213,Whole Year,3,3,0.61143966
Madhya Pradesh,RAJGARH,2000,Rabi       ,Wheat,31602,40683,Rabi,2,3,0.690050156
Tamil Nadu,RAMANATHAPURAM,2005,Kharif     ,Sesamum,1638,289,Kharif,1,3,0.519350941
Chhattisgarh,KORBA,2011,Whole Year ,Sannhamp,17,28,Whole Year,3,3,0.584169809
Odisha,CUTTACK,2005,Summer     ,Moong(Green Gram),29528,10807.2,Summer,3,3,0.500904404
Bihar,DARBHANGA,2013,Rabi       ,Gram,73,84,Rabi,2,3,0.563629659
Uttar Pradesh,SITAPUR,2006,Whole Year ,Coriander,186,97,Whole Year,3,3,0.376346975
Uttar Pradesh,LUCKNOW,1998,Rabi       ,Peas & beans (Pulses),2885,3047,Rabi,2,3,0.945173402
Uttar Pradesh,SITAPUR,2011,Kharif     ,Jowar,3724,3014,Kharif,1,3,0.63878934
Uttar Pradesh,MORADABAD,2000,Kharif     ,Jowar,1449,1019,Kharif,1,3,0.921389594
Assam,LAKHIMPUR,2012,Kharif     ,Small millets,73,48,Kharif,1,3,0.458476729
Uttar Pradesh,GORAKHPUR,2006,Rabi       ,Gram,867,616,Rabi,2,3,0.859632198
Sikkim,WEST DISTRICT,2007,Rabi       ,Barley,120,110,Rabi,2,3,0.059810256
Andhra Pradesh,PRAKASAM,2013,Kharif     ,Tobacco,2805,8753,Kharif,1,3,0.404603983
Nagaland,PHEK,2006,Kharif     ,Peas & beans (Pulses),220,280,Kharif,1,3,0.601210824
Uttar Pradesh,SITAPUR,2011,Rabi       ,Wheat,215859,682114,Rabi,2,3,0.258490087
Uttar Pradesh,BAHRAICH,2009,Rabi       ,Masoor,42952,35135,Rabi,2,3,0.097103768
Odisha,JAJAPUR,2011,Autumn     ,Urad,5,0.5,Autumn,3,3,0.460841123
Tamil Nadu,PUDUKKOTTAI,2004,Kharif     ,Rice,94032,277277,Kharif,1,1,0.475630978
West Bengal,NADIA,2011,Winter     ,Rice,106951,289408,Winter,3,1,0.418008193
Haryana,BHIWANI,2010,Kharif     ,Cotton(lint),34882,106000,Kharif,1,3,0.305584734
Tamil Nadu,VIRUDHUNAGAR,2006,Whole Year ,Horse-gram,63,37,Whole Year,3,3,0.976499575
Karnataka,HAVERI,2004,Kharif     ,Dry ginger,86,1134,Kharif,1,3,0.368768319
Maharashtra,JALGAON,2013,Kharif     ,Bajra,17700,20800,Kharif,1,3,0.390220489
Karnataka,TUMKUR,2005,Kharif     ,Moong(Green Gram),4489,1147,Kharif,1,3,0.078956993
Haryana,KURUKSHETRA,2006,Rabi       ,Masoor,386,500,Rabi,2,3,0.933596028
Assam,KAMRUP METRO,2012,Rabi       ,Wheat,129,168,Rabi,2,3,0.890511497
Chhattisgarh,BILASPUR,2009,Kharif     ,Jowar,355,485,Kharif,1,3,0.320396803
Madhya Pradesh,SEHORE,2007,Rabi       ,Linseed,561,481,Rabi,2,3,0.804874998
Chhattisgarh,JASHPUR,2010,Rabi       ,Rapeseed &Mustard,4885,1815,Rabi,2,3,0.701636055
Assam,LAKHIMPUR,2007,Rabi       ,Urad,1578,664,Rabi,2,3,0.408173796
Assam,KAMRUP METRO,2012,Whole Year ,Onion,65,159,Whole Year,3,3,0.593147596
Nagaland,MOKOKCHUNG,2014,Kharif     ,Bean,230,320,Kharif,1,3,0.233397178
Manipur,BISHNUPUR,2005,Kharif     ,Soyabean,10,10,Kharif,1,3,0.414290037
Bihar,MADHEPURA,2000,Kharif     ,Rice,20343,27435,Kharif,1,1,0.158335593
Bihar,KHAGARIA,1999,Rabi       ,Peas & beans (Pulses),1027,734,Rabi,2,3,0.738407936
Rajasthan,UDAIPUR,2009,Rabi       ,Barley,4369,7897,Rabi,2,3,0.29859897
Uttarakhand,UDAM SINGH NAGAR,2002,Kharif     ,Bajra,3,4,Kharif,1,3,0.785159667
Andhra Pradesh,KADAPA,2009,Kharif     ,Castor seed,1162,579,Kharif,1,3,0.197723442
Maharashtra,GADCHIROLI,2002,Rabi       ,Linseed,1500,300,Rabi,2,3,0.053789881
Rajasthan,JAISALMER,2005,Rabi       ,Barley,52,118,Rabi,2,3,0.647550479
Andhra Pradesh,EAST GODAVARI,2000,Whole Year ,Sweet potato,60,811,Whole Year,3,3,0.451679816
Uttar Pradesh,RAMPUR,2000,Rabi       ,Barley,53,121,Rabi,2,3,0.651839612
Maharashtra,DHULE,2000,Kharif     ,Jowar,36900,19300,Kharif,1,3,0.330029003
Nagaland,PHEK,2010,Rabi       ,Wheat,330,590,Rabi,2,3,0.256289088
Haryana,JHAJJAR,2005,Kharif     ,Rice,17028,29000,Kharif,1,1,0.525018478
Madhya Pradesh,SEONI,2011,Whole Year ,Coriander,268,68,Whole Year,3,3,0.761045509
Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Moong(Green Gram),2689,1463,Kharif,1,3,0.701507187
Karnataka,KOLAR,1998,Rabi       ,Ragi,150,218,Rabi,2,3,0.286580884
Odisha,BOUDH,2001,Kharif     ,Urad,612,100.4,Kharif,1,3,0.988573744
Uttar Pradesh,KUSHI NAGAR,2000,Rabi       ,Moong(Green Gram),210,95,Rabi,2,3,0.532901422
Karnataka,RAMANAGARA,2007,Kharif     ,Horse-gram,4210,3208,Kharif,1,3,0.349452954
Uttar Pradesh,FARRUKHABAD,2001,Whole Year ,Potato,29382,818700,Whole Year,3,3,0.500306728
Maharashtra,SOLAPUR,2013,Kharif     ,Sesamum,300,100,Kharif,1,3,0.337066122
Rajasthan,JAIPUR,2007,Kharif     ,Sesamum,4218,1783,Kharif,1,3,0.77631978
Andhra Pradesh,ANANTAPUR,2010,Kharif     ,Other Kharif pulses,1,,Kharif,1,3,0.05161469
Uttar Pradesh,HARDOI,2013,Rabi       ,Gram,891,423,Rabi,2,3,0.777545127
Karnataka,KOPPAL,2012,Rabi       ,Linseed,777,215,Rabi,2,3,0.351276595
Kerala,KOLLAM,2010,Kharif     ,Sesamum,190.85,129.21,Kharif,1,3,0.66943442
Uttar Pradesh,KANNAUJ,2001,Kharif     ,Sunflower,507,649,Kharif,1,3,0.80358533
Bihar,MADHEPURA,2001,Rabi       ,Linseed,1201,890,Rabi,2,3,0.201385614
Andhra Pradesh,PRAKASAM,2013,Rabi       ,Dry chillies,7842,44731,Rabi,2,3,0.196498916
Uttar Pradesh,MEERUT,2013,Kharif     ,Bajra,46,62,Kharif,1,3,0.100178002
Madhya Pradesh,SHAHDOL,2001,Kharif     ,Maize,24106,29255,Kharif,1,2,0.927526937
Bihar,SAMASTIPUR,2006,Rabi       ,Sunflower,39,50,Rabi,2,3,0.880995261
Uttar Pradesh,HARDOI,2010,Kharif     ,Dry chillies,508,445,Kharif,1,3,0.596872967
Manipur,IMPHAL WEST,2004,Kharif     ,Other Kharif pulses,400,200,Kharif,1,3,0.952768671
Himachal Pradesh,MANDI,2000,Rabi       ,Barley,3957,3772,Rabi,2,3,0.891693777
Assam,UDALGURI,2006,Kharif     ,Niger seed,915,474,Kharif,1,3,0.588696619
Madhya Pradesh,SATNA,2001,Whole Year ,Onion,1321,9124,Whole Year,3,3,0.068653327
Uttar Pradesh,LUCKNOW,2000,Kharif     ,Arhar/Tur,3638,3158,Kharif,1,3,0.878894073
Haryana,FATEHABAD,2001,Rabi       ,Peas & beans (Pulses),33,0,Rabi,2,3,0.85256987
Uttar Pradesh,AZAMGARH,2000,Kharif     ,Sesamum,45,7,Kharif,1,3,0.36913889
Arunachal Pradesh,UPPER SIANG,2004,Whole Year ,Potato,26,144,Whole Year,3,3,0.117482053
West Bengal,JALPAIGURI,2012,Whole Year ,Sugarcane,121,12653,Whole Year,3,3,0.957968911
Tamil Nadu,THIRUVALLUR,2011,Whole Year ,Cashewnut,146,38,Whole Year,3,3,0.849606721
Uttar Pradesh,LALITPUR,2002,Rabi       ,Peas & beans (Pulses),35460,27730,Rabi,2,3,0.047133574
Uttar Pradesh,LALITPUR,2012,Rabi       ,Potato,435,10593,Rabi,2,3,0.864936764
Chhattisgarh,BALRAMPUR,2012,Kharif     ,Groundnut,1442,1810,Kharif,1,3,0.853739358
Madhya Pradesh,BETUL,2013,Rabi       ,Linseed,606,463,Rabi,2,3,0.104159387
Madhya Pradesh,DATIA,1998,Kharif     ,Rice,600,400,Kharif,1,1,0.177109853
Maharashtra,CHANDRAPUR,2005,Rabi       ,Linseed,23600,7800,Rabi,2,3,0.31618342
Nagaland,TUENSANG,2011,Kharif     ,Groundnut,90,90,Kharif,1,3,0.572994045
Andhra Pradesh,KADAPA,2004,Rabi       ,Moong(Green Gram),60,20,Rabi,2,3,0.195654515
Madhya Pradesh,SHAHDOL,2001,Kharif     ,Sunflower,99,45,Kharif,1,3,0.845118944
Madhya Pradesh,RATLAM,2006,Kharif     ,Cotton(lint),33025,49216,Kharif,1,3,0.838380422
Uttar Pradesh,PILIBHIT,2014,Rabi       ,Masoor,2281,2060,Rabi,2,3,0.122498113
Rajasthan,BUNDI,2010,Rabi       ,Gram,9065,10680,Rabi,2,3,0.499368054
Chhattisgarh,MAHASAMUND,2006,Whole Year ,Coriander,83,30,Whole Year,3,3,0.314371023
Gujarat,KACHCHH,2009,Kharif     ,Moong(Green Gram),75400,31200,Kharif,1,3,0.899128191
Nagaland,WOKHA,2003,Kharif     ,Sesamum,340,360,Kharif,1,3,0.265878749
Rajasthan,JODHPUR,2003,Whole Year ,other oilseeds,27585,23952,Whole Year,3,3,0.827043164
Assam,SONITPUR,1998,Kharif     ,Jute,2914,32685,Kharif,1,3,0.196454649
Tamil Nadu,THIRUVARUR,2003,Whole Year ,Pome Fruit,8,56,Whole Year,3,3,0.025614619
Assam,KARIMGANJ,2007,Kharif     ,Jute,75,823,Kharif,1,3,0.07957157
Chhattisgarh,KABIRDHAM,2003,Kharif     ,Jowar,153,120,Kharif,1,3,0.03719939
Chhattisgarh,KOREA,2012,Kharif     ,Moong(Green Gram),35,6,Kharif,1,3,0.61753234
Karnataka,DHARWAD,2007,Kharif     ,Groundnut,33785,27303,Kharif,1,3,0.618794989
Punjab,PATIALA,2004,Kharif     ,Rice,250000,965000,Kharif,1,1,0.711633955
Uttarakhand,ALMORA,2002,Kharif     ,Sesamum,128,13,Kharif,1,3,0.587441313
Punjab,FATEHGARH SAHIB,1997,Whole Year ,Sugarcane,6000,380000,Whole Year,3,3,0.023842757
Bihar,KISHANGANJ,2014,Rabi       ,Gram,162,155,Rabi,2,3,0.262188066
Maharashtra,CHANDRAPUR,2000,Rabi       ,Rapeseed &Mustard,200,10,Rabi,2,3,0.594389785
West Bengal,HOWRAH,2013,Rabi       ,Rapeseed &Mustard,1249,1434,Rabi,2,3,0.579245539
Gujarat,DOHAD,2012,Kharif     ,Sesamum,300,100,Kharif,1,3,0.087165303
Madhya Pradesh,DEWAS,2002,Whole Year ,Garlic,1600,5638,Whole Year,3,3,0.916730792
Nagaland,MON,2002,Kharif     ,Moong(Green Gram),200,250,Kharif,1,3,0.737126755
Karnataka,RAICHUR,2002,Rabi       ,Jowar,168277,109308,Rabi,2,3,0.053678982
Uttar Pradesh,FAIZABAD,2011,Kharif     ,Small millets,1,1,Kharif,1,3,0.252554608
Goa,NORTH GOA,2009,Kharif     ,Ragi,25,26,Kharif,1,3,0.421230418
West Bengal,DINAJPUR UTTAR,2007,Rabi       ,Groundnut,150,384,Rabi,2,3,0.436510843
Uttar Pradesh,HAMIRPUR,2013,Rabi       ,Wheat,111347,298733,Rabi,2,3,0.038867026
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Tapioca,12,221,Kharif,1,3,0.314590789
Chhattisgarh,KABIRDHAM,2008,Rabi       ,Linseed,1008,259,Rabi,2,3,0.652967399
Uttar Pradesh,KHERI,2010,Kharif     ,Urad,3478,2316,Kharif,1,3,0.425238621
West Bengal,BIRBHUM,2006,Rabi       ,Barley,73,74,Rabi,2,3,0.312080823
Uttar Pradesh,AGRA,2002,Rabi       ,Wheat,129806,428284,Rabi,2,3,0.040919907
Uttarakhand,NAINITAL,2002,Kharif     ,Other Kharif pulses,581,334,Kharif,1,3,0.330213867
Chhattisgarh,BALODA BAZAR,2011,Whole Year ,Turmeric,34,74,Whole Year,3,3,0.65040299
Maharashtra,AMRAVATI,2014,Rabi       ,Safflower,100,100,Rabi,2,3,0.853099269
Bihar,SUPAUL,1999,Rabi       ,Maize,1392,4443,Rabi,2,2,0.340669314
Madhya Pradesh,PANNA,2006,Kharif     ,Rice,56217,25502,Kharif,1,1,0.714649512
Gujarat,AMRELI,2011,Whole Year ,Garlic,2100,12800,Whole Year,3,3,0.709575947
Chhattisgarh,SURGUJA,2003,Whole Year ,Dry ginger,426,509,Whole Year,3,3,0.450819247
Karnataka,RAMANAGARA,2013,Kharif     ,Niger seed,975,213,Kharif,1,3,0.789183021
Karnataka,CHITRADURGA,2007,Rabi       ,Ragi,310,558,Rabi,2,3,0.813489185
Uttar Pradesh,HARDOI,1998,Kharif     ,Small millets,52,28,Kharif,1,3,0.325872386
Maharashtra,OSMANABAD,2013,Rabi       ,Gram,85900,74700,Rabi,2,3,0.916676479
Assam,DARRANG,2011,Whole Year ,Turmeric,579,372,Whole Year,3,3,0.077928503
Uttar Pradesh,KHERI,2002,Kharif     ,Jowar,272,256,Kharif,1,3,0.454540103
Maharashtra,RATNAGIRI,2003,Kharif     ,Arhar/Tur,600,300,Kharif,1,3,0.771623414
Uttar Pradesh,GORAKHPUR,2009,Rabi       ,Garlic,3,16,Rabi,2,3,0.921209025
Uttar Pradesh,LALITPUR,2012,Kharif     ,Jowar,75,83,Kharif,1,3,0.926906644
Haryana,BHIWANI,2012,Whole Year ,Sugarcane,2463,128000,Whole Year,3,3,0.489315919
Gujarat,AHMADABAD,2001,Whole Year ,Onion,100,3900,Whole Year,3,3,0.2910553
Madhya Pradesh,RAISEN,2010,Kharif     ,Groundnut,261,367,Kharif,1,3,0.210147368
Karnataka,RAMANAGARA,2009,Kharif     ,Arhar/Tur,3607,2700,Kharif,1,3,0.419747486
Uttar Pradesh,BASTI,2006,Kharif     ,Small millets,16,10,Kharif,1,3,0.433433073
Meghalaya,SOUTH GARO HILLS,1997,Whole Year ,Sweet potato,114,377,Whole Year,3,3,0.345922586
Gujarat,BANAS KANTHA,2001,Whole Year ,Garlic,100,300,Whole Year,3,3,0.06235248
Madhya Pradesh,KHARGONE,2013,Kharif     ,Small millets,12,2,Kharif,1,3,0.61129842
Karnataka,KOPPAL,2008,Kharif     ,Niger seed,690,236,Kharif,1,3,0.593231205
Andhra Pradesh,PRAKASAM,2013,Kharif     ,Cashewnut,1029,324,Kharif,1,3,0.953030071
Himachal Pradesh,MANDI,2008,Kharif     ,Ragi,988,912,Kharif,1,3,0.907087694
Karnataka,CHAMARAJANAGAR,2010,Kharif     ,Dry chillies,670,552,Kharif,1,3,0.806063239
Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Coriander,8223,4251,Rabi,2,3,0.007995306
Bihar,SAMASTIPUR,2010,Whole Year ,Tobacco,3268,5827,Whole Year,3,3,0.482765013
Bihar,SITAMARHI,2012,Summer     ,Rice,10,28,Summer,3,1,0.043026437
Odisha,SONEPUR,2009,Summer     ,Moong(Green Gram),490,189.6,Summer,3,3,0.848320364
Bihar,PURBI CHAMPARAN,2009,Autumn     ,Maize,6394,5929,Autumn,3,2,0.658760218
Jammu and Kashmir ,RAJAURI,2000,Whole Year ,Dry chillies,93,58,Whole Year,3,3,0.497983504
Assam,LAKHIMPUR,2013,Rabi       ,Ginger,472,3680,Rabi,2,3,0.744772969
Rajasthan,JAISALMER,2005,Whole Year ,Onion,50,47,Whole Year,3,3,0.119962222
Rajasthan,AJMER,2005,Kharif     ,Castor seed,164,,Kharif,1,3,0.002113542
Uttar Pradesh,SITAPUR,2000,Rabi       ,Maize,70,114,Rabi,2,2,0.005532656
West Bengal,DINAJPUR UTTAR,2009,Rabi       ,Gram,376,548,Rabi,2,3,0.460683693
Karnataka,MANDYA,2005,Kharif     ,Potato,80,268,Kharif,1,3,0.767347496
Punjab,MUKTSAR,2006,Kharif     ,Sesamum,400,100,Kharif,1,3,0.788748025
Madhya Pradesh,SHAJAPUR,2006,Whole Year ,Sugarcane,353,11290,Whole Year,3,3,0.358087148
Madhya Pradesh,GWALIOR,2013,Rabi       ,Rapeseed &Mustard,49682,39050,Rabi,2,3,0.266987217
Rajasthan,BUNDI,2001,Rabi       ,Gram,25967,20413,Rabi,2,3,0.771724123
Madhya Pradesh,JHABUA,2004,Kharif     ,Jowar,17210,13317,Kharif,1,3,0.919521371
Madhya Pradesh,MORENA,2005,Kharif     ,Arhar/Tur,4454,3518,Kharif,1,3,0.814871725
Odisha,NABARANGPUR,2012,Winter     ,Sugarcane,3361,171891.6,Winter,3,3,0.608819082
Karnataka,UTTAR KANNAD,2008,Rabi       ,Rice,1918,4456,Rabi,2,1,0.599971842
Assam,DIMA HASAO,2013,Rabi       ,Peas & beans (Pulses),597,333,Rabi,2,3,0.407478861
Manipur,CHURACHANDPUR,2007,Kharif     ,Peas & beans (Pulses),1720,880,Kharif,1,3,0.365382131
Bihar,BEGUSARAI,2014,Rabi       ,Barley,45,50,Rabi,2,3,0.45992545
West Bengal,PURULIA,2013,Rabi       ,Wheat,1187,2675,Rabi,2,3,0.211871354
Karnataka,GULBARGA,2000,Kharif     ,Other Kharif pulses,2400,364,Kharif,1,3,0.524351318
Karnataka,CHITRADURGA,2011,Rabi       ,Dry chillies,67,158,Rabi,2,3,0.545085814
Maharashtra,BEED,1997,Rabi       ,Maize,1700,3000,Rabi,2,2,0.822471418
Uttar Pradesh,BAHRAICH,2013,Kharif     ,Jowar,38,37,Kharif,1,3,0.033105234
Uttarakhand,PITHORAGARH,2002,Rabi       ,Gram,70,43,Rabi,2,3,0.745474651
Chhattisgarh,KOREA,2014,Kharif     ,Niger seed,2394,416,Kharif,1,3,0.719725478
Karnataka,BIJAPUR,2000,Summer     ,Maize,890,2503,Summer,3,2,0.211775438
Tamil Nadu,COIMBATORE,2002,Kharif     ,Bajra,624,684,Kharif,1,3,0.877937164
Uttarakhand,PAURI GARHWAL,2007,Kharif     ,Arhar/Tur,851,638,Kharif,1,3,0.776060159
Bihar,MUNGER,1997,Whole Year ,Coriander,10,7,Whole Year,3,3,0.568967005
Uttar Pradesh,HARDOI,2014,Kharif     ,Sesamum,19828,3629,Kharif,1,3,0.689557656
Gujarat,KHEDA,2003,Kharif     ,Rice,98800,198900,Kharif,1,1,0.94853991
Bihar,PURNIA,2013,Kharif     ,Mesta,2881,47569,Kharif,1,3,0.598196934
Uttar Pradesh,AMROHA,2002,Rabi       ,Maize,175,194,Rabi,2,2,0.739336938
West Bengal,HOWRAH,2010,Kharif     ,Cotton(lint),5,8,Kharif,1,3,0.9223511
Assam,HAILAKANDI,2007,Summer     ,Rice,3500,6458,Summer,3,1,0.808384546
Uttarakhand,DEHRADUN,2000,Rabi       ,Masoor,712,406,Rabi,2,3,0.12320715
Chhattisgarh,DURG,2010,Rabi       ,Khesari,103023,56041,Rabi,2,3,0.14699413
Odisha,SUNDARGARH,2005,Summer     ,Wheat,755,1245,Summer,3,3,0.676989193
Bihar,NAWADA,2012,Rabi       ,Khesari,793,902,Rabi,2,3,0.835335109
Tamil Nadu,PERAMBALUR,2010,Kharif     ,Horse-gram,4,2,Kharif,1,3,0.057066964
Andhra Pradesh,KADAPA,2009,Whole Year ,Sweet potato,59,348,Whole Year,3,3,0.394229954
Uttar Pradesh,UNNAO,2002,Kharif     ,Maize,29735,24383,Kharif,1,2,0.172578502
Madhya Pradesh,DINDORI,1999,Kharif     ,Other Kharif pulses,5085,954,Kharif,1,3,0.040549681
Bihar,BHAGALPUR,2000,Rabi       ,Barley,2480,2465,Rabi,2,3,0.326461637
Bihar,JAMUI,1999,Kharif     ,Maize,5070,8085,Kharif,1,2,0.419242964
Karnataka,BELLARY,2011,Whole Year ,Coriander,597,242,Whole Year,3,3,0.522699539
Bihar,VAISHALI,2013,Rabi       ,Rapeseed &Mustard,3058,4945,Rabi,2,3,0.211382894
Uttar Pradesh,MAHOBA,2012,Kharif     ,Dry chillies,42,34,Kharif,1,3,0.469258779
Gujarat,DANG,2010,Kharif     ,Groundnut,3300,6100,Kharif,1,3,0.876454065
Haryana,HISAR,2007,Kharif     ,Sesamum,325,200,Kharif,1,3,0.175328961
Tamil Nadu,ERODE,2011,Kharif     ,Bajra,79,175,Kharif,1,3,0.255289779
Rajasthan,SIROHI,2008,Whole Year ,Coriander,4,5,Whole Year,3,3,0.376462072
Rajasthan,BHILWARA,2007,Rabi       ,other oilseeds,1717,483,Rabi,2,3,0.953563789
Kerala,KOTTAYAM,2001,Whole Year ,Banana,3260,25831,Whole Year,3,3,0.673161324
Odisha,KORAPUT,2005,Winter     ,Maize,4,4.5,Winter,3,2,0.154630092
Uttar Pradesh,UNNAO,2011,Rabi       ,Masoor,782,653,Rabi,2,3,0.401505354
Karnataka,GULBARGA,2000,Rabi       ,Wheat,31913,23660,Rabi,2,3,0.832609646
Assam,NALBARI,2011,Whole Year ,Sugarcane,100,3428,Whole Year,3,3,0.693541914
Telangana ,NALGONDA,2011,Whole Year ,Coriander,391,226,Whole Year,3,3,0.507066324
Gujarat,PANCH MAHALS,2011,Kharif     ,Rice,78300,98200,Kharif,1,1,0.401753852
Rajasthan,BARAN,2010,Whole Year ,Coriander,59979,86179,Whole Year,3,3,0.557208318
Odisha,JAJAPUR,1998,Autumn     ,Urad,58,9,Autumn,3,3,0.666061508
Chhattisgarh,KOREA,2004,Kharif     ,Arhar/Tur,3503,1639,Kharif,1,3,0.320066497
Tamil Nadu,PUDUKKOTTAI,2005,Kharif     ,Ragi,181,275,Kharif,1,3,0.181597308
Telangana ,MEDAK,2014,Kharif     ,Onion,148,2301,Kharif,1,3,0.637313869
Uttar Pradesh,GONDA,2011,Kharif     ,Sugarcane,71422,4346457,Kharif,1,3,0.67955857
