CROP TYPE,SOIL TYPE,REGION,TEMPERATURE,WEATHER CONDITION,WATER REQUIREMENT,RANDOM,crop type1,soil type1,weather condition1,region1
MUSTARD,DRY,HUMID,40-50,WINDY,7.96,0.469453343,11,1,2,1
POTATO,DRY,SEMI ARID,20-30,RAINY,0.8,0.106032285,12,1,3,3
POTATO,DRY,SEMI ARID,40-50,SUNNY,12.4,0.798968565,12,1,4,3
MELON,WET,SEMI HUMID,40-50,WINDY,6.34,0.162960349,2,2,2,2
MUSTARD,WET,DESERT,40-50,NORMAL,6.6,0.89337866,11,2,1,4
COTTON,WET,DESERT,30-40,WINDY,8.1,0.981772598,5,2,2,4
POTATO,DRY,HUMID,13-20,WINDY,6.45,0.789737914,12,1,2,1
ONION,DRY,SEMI ARID,20-30,WINDY,6.125,0.707057446,4,1,2,3
MUSTARD,DRY,HUMID,20-30,WINDY,5.96,0.498883212,11,1,2,1
MAIZE,WET,DESERT,30-40,RAINY,0.3,0.645676469,7,2,3,4
MUSTARD,WET,DESERT,30-40,NORMAL,5.6,0.208144801,11,2,1,4
TOMATO,WET,HUMID,13-20,RAINY,0.1,0.707241323,1,2,3,1
MUSTARD,WET,SEMI ARID,30-40,RAINY,0.3,0.463720839,11,2,3,3
SOYABEAN,HUMID,DESERT,13-20,SUNNY,6.83,0.075121301,3,3,4,4
CITRUS,HUMID,SEMI ARID,13-20,NORMAL,3.7,0.28924943,6,3,1,3
CITRUS,DRY,SEMI HUMID,13-20,SUNNY,5.9,0.328891408,6,1,4,2
ONION,DRY,SEMI HUMID,30-40,RAINY,0.3,0.146970771,4,1,3,2
SOYABEAN,HUMID,SEMI ARID,20-30,SUNNY,7.3,0.38872672,3,3,4,3
ONION,HUMID,HUMID,30-40,WINDY,3.75,0.857841721,4,3,2,1
CITRUS,DRY,SEMI ARID,40-50,NORMAL,8,0.631651004,6,1,1,3
SUGARCANE,DRY,SEMI HUMID,30-40,NORMAL,10.4,0.847327736,10,1,1,2
BANANA,HUMID,SEMI ARID,40-50,SUNNY,10.42,0.798367117,13,3,4,3
SUGARCANE,DRY,SEMI ARID,40-50,NORMAL,12.5,0.778352559,10,1,1,3
BANANA,WET,DESERT,20-30,WINDY,7.15,0.976212974,13,2,2,4
BANANA,WET,DESERT,20-30,SUNNY,7.65,0.932477174,13,2,4,4
POTATO,DRY,SEMI ARID,13-20,WINDY,8.8,0.800965053,12,1,2,3
BEAN,HUMID,SEMI HUMID,20-30,SUNNY,6.4,0.54001528,15,3,4,2
MUSTARD,DRY,SEMI HUMID,40-50,WINDY,8.86,0.80041814,11,1,2,2
CABBAGE,HUMID,DESERT,13-20,WINDY,5.2,0.429592693,14,3,2,4
SUGARCANE,DRY,SEMI HUMID,40-50,SUNNY,12.85,0.068677592,10,1,4,2
MELON,DRY,DESERT,20-30,SUNNY,8.62,0.289401911,2,1,4,4
CITRUS,DRY,SEMI ARID,40-50,WINDY,9,0.727831939,6,1,2,3
ONION,WET,HUMID,30-40,RAINY,0.1,0.941005286,4,2,3,1
ONION,HUMID,SEMI ARID,40-50,WINDY,0.3,0.343245082,4,3,2,3
TOMATO,HUMID,SEMI ARID,13-20,WINDY,5.14,0.956434757,1,3,2,3
RICE,DRY,HUMID,40-50,RAINY,6,0.782372362,9,1,3,1
BANANA,HUMID,HUMID,30-40,WINDY,6,0.529181367,13,3,2,1
MELON,WET,SEMI HUMID,40-50,RAINY,0.3,0.909679097,2,2,3,2
RICE,WET,DESERT,20-30,WINDY,12,0.29297121,9,2,2,4
MUSTARD,HUMID,SEMI ARID,30-40,NORMAL,6.14,0.627351054,11,3,1,3
RICE,HUMID,HUMID,20-30,SUNNY,9.5,0.066429055,9,3,4,1
RICE,DRY,SEMI HUMID,13-20,RAINY,5.5,0.745215852,9,1,3,2
MELON,HUMID,SEMI ARID,30-40,SUNNY,7.64,0.92941405,2,3,4,3
WHEAT,HUMID,SEMI ARID,30-40,NORMAL,9.2,0.804474005,8,3,1,3
CITRUS,DRY,SEMI HUMID,40-50,RAINY,0.8,0.130871116,6,1,3,2
MELON,DRY,HUMID,13-20,RAINY,0.1,0.797445346,2,1,3,1
MUSTARD,HUMID,DESERT,13-20,RAINY,0.2,0.140730228,11,3,3,4
RICE,HUMID,HUMID,13-20,WINDY,8,0.320410538,9,3,2,1
CABBAGE,HUMID,HUMID,13-20,RAINY,0.1,0.249995857,14,3,3,1
POTATO,DRY,SEMI ARID,13-20,SUNNY,9.3,0.602462244,12,1,4,3
TOMATO,DRY,DESERT,13-20,RAINY,0.5,0.05723018,1,1,3,4
WHEAT,WET,SEMI HUMID,40-50,WINDY,8.05,0.814935896,8,2,2,2
BEAN,WET,HUMID,20-30,WINDY,3.6,0.61553637,15,2,2,1
COTTON,WET,DESERT,40-50,RAINY,0.15,0.646947488,5,2,3,4
SUGARCANE,WET,SEMI HUMID,20-30,NORMAL,5.06,0.59219629,10,2,1,2
MAIZE,WET,DESERT,40-50,NORMAL,6.6,0.639955883,7,2,1,4
COTTON,HUMID,HUMID,30-40,NORMAL,5,0.286957956,5,3,1,1
CITRUS,WET,SEMI ARID,30-40,NORMAL,4.83,0.950648297,6,2,1,3
CABBAGE,DRY,SEMI HUMID,30-40,RAINY,0.5,0.800631696,14,1,3,2
CITRUS,HUMID,HUMID,30-40,NORMAL,4.33,0.52225191,6,3,1,1
CITRUS,DRY,HUMID,30-40,SUNNY,7.1,0.604469401,6,1,4,1
BEAN,HUMID,DESERT,13-20,NORMAL,5.33,0.253312588,15,3,1,4
BEAN,WET,HUMID,20-30,SUNNY,4.1,0.179688696,15,2,4,1
COTTON,WET,SEMI ARID,30-40,WINDY,7.3,0.971440313,5,2,2,3
RICE,WET,DESERT,40-50,WINDY,14,0.455647894,9,2,2,4
WHEAT,HUMID,SEMI ARID,30-40,SUNNY,10.7,0.903859715,8,3,4,3
BANANA,WET,HUMID,20-30,SUNNY,4.5,0.521895897,13,2,4,1
TOMATO,DRY,SEMI HUMID,30-40,SUNNY,8.36,0.202926454,1,1,4,2
CABBAGE,HUMID,SEMI HUMID,13-20,WINDY,4.1,0.857696516,14,3,2,2
BEAN,DRY,SEMI ARID,13-20,NORMAL,7.98,0.486091574,15,1,1,3
MAIZE,DRY,SEMI HUMID,13-20,RAINY,0.2,0.062701297,7,1,3,2
MAIZE,DRY,SEMI HUMID,20-30,RAINY,0.3,0.433139222,7,1,3,2
BEAN,DRY,DESERT,30-40,NORMAL,8.8,0.351324982,15,1,1,4
RICE,DRY,DESERT,20-30,WINDY,19,0.028248765,9,1,2,4
CITRUS,WET,HUMID,13-20,NORMAL,1.33,0.066783962,6,2,1,1
RICE,DRY,DESERT,30-40,SUNNY,20.5,0.143815489,9,1,4,4
MAIZE,DRY,HUMID,30-40,WINDY,6.96,0.440925914,7,1,2,1
COTTON,HUMID,SEMI HUMID,30-40,SUNNY,8.1,0.627949334,5,3,4,2
ONION,DRY,HUMID,40-50,NORMAL,6.75,0.744656975,4,1,1,1
POTATO,DRY,DESERT,30-40,SUNNY,12.2,0.742666448,12,1,4,4
COTTON,WET,SEMI ARID,13-20,RAINY,0.1,0.667003017,5,2,3,3
TOMATO,HUMID,SEMI HUMID,13-20,RAINY,0.1,0.630704142,1,3,3,2
BEAN,HUMID,DESERT,13-20,WINDY,6.33,0.558660299,15,3,2,4
RICE,HUMID,HUMID,40-50,NORMAL,10,0.063058298,9,3,1,1
SOYABEAN,DRY,HUMID,40-50,NORMAL,7.8,0.952796171,3,1,1,1
BEAN,WET,HUMID,30-40,WINDY,4.6,0.230901245,15,2,2,1
BANANA,WET,HUMID,40-50,NORMAL,5.15,0.331045901,13,2,1,1
POTATO,DRY,SEMI ARID,40-50,WINDY,11.8,0.781097534,12,1,2,3
RICE,WET,SEMI ARID,30-40,WINDY,11.5,0.249267426,9,2,2,3
WHEAT,HUMID,HUMID,13-20,SUNNY,5.84,0.887724883,8,3,4,1
BANANA,DRY,SEMI HUMID,20-30,NORMAL,7.95,0.097237127,13,1,1,2
TOMATO,DRY,SEMI ARID,30-40,NORMAL,7.58,0.794405388,1,1,1,3
BANANA,WET,SEMI ARID,13-20,RAINY,0.1,0.63829756,13,2,3,3
SUGARCANE,HUMID,SEMI HUMID,13-20,NORMAL,5.88,0.337603736,10,3,1,2
SOYABEAN,WET,HUMID,30-40,NORMAL,3.7,0.098190891,3,2,1,1
ONION,HUMID,HUMID,20-30,WINDY,2.75,0.395408043,4,3,2,1
CABBAGE,HUMID,SEMI ARID,30-40,SUNNY,7,0.378611478,14,3,4,3
COTTON,DRY,HUMID,20-30,WINDY,7.6,0.171741309,5,1,2,1
SOYABEAN,DRY,HUMID,13-20,SUNNY,6.01,0.807408365,3,1,4,1
MELON,HUMID,DESERT,30-40,NORMAL,6.68,0.25543644,2,3,1,4
CITRUS,WET,SEMI ARID,40-50,SUNNY,7.33,0.228520553,6,2,4,3
SOYABEAN,HUMID,SEMI HUMID,40-50,RAINY,0.4,0.537309732,3,3,3,2
MELON,HUMID,SEMI ARID,30-40,RAINY,0.5,0.892888436,2,3,3,3
MELON,WET,HUMID,13-20,WINDY,2.5,0.481461365,2,2,2,1
MAIZE,DRY,HUMID,13-20,WINDY,4.96,0.484661483,7,1,2,1
MAIZE,HUMID,HUMID,30-40,NORMAL,4.52,0.623159555,7,3,1,1
RICE,HUMID,HUMID,13-20,NORMAL,7,0.242569055,9,3,1,1
SUGARCANE,WET,SEMI ARID,20-30,WINDY,7.25,0.289922226,10,2,2,3
BANANA,HUMID,SEMI ARID,30-40,RAINY,0.8,0.643985056,13,3,3,3
MAIZE,WET,DESERT,40-50,WINDY,7.6,0.331189236,7,2,2,4
SOYABEAN,HUMID,DESERT,20-30,SUNNY,7.7,0.528427166,3,3,4,4
MELON,WET,HUMID,13-20,NORMAL,1.44,0.092320467,2,2,1,1
TOMATO,HUMID,SEMI ARID,40-50,SUNNY,8.64,0.003637478,1,3,4,3
BANANA,DRY,DESERT,40-50,RAINY,3.75,0.950737024,13,1,3,4
SUGARCANE,WET,HUMID,40-50,NORMAL,5.48,0.806237582,10,2,1,1
ONION,WET,SEMI HUMID,13-20,SUNNY,2.625,0.600863063,4,2,4,2
WHEAT,WET,SEMI HUMID,13-20,RAINY,0.2,0.11483958,8,2,3,2
WHEAT,HUMID,SEMI ARID,30-40,WINDY,10.2,0.096679162,8,3,2,3
WHEAT,DRY,SEMI HUMID,40-50,RAINY,3.3,0.407847624,8,1,3,2
POTATO,WET,DESERT,20-30,SUNNY,7.65,0.027305048,12,2,4,4
CABBAGE,WET,SEMI HUMID,30-40,SUNNY,5.66,0.065384079,14,2,4,2
CABBAGE,WET,DESERT,30-40,RAINY,0.3,0.464981471,14,2,3,4
BEAN,WET,SEMI HUMID,20-30,WINDY,4.6,0.930572496,15,2,2,2
SOYABEAN,WET,HUMID,30-40,RAINY,0.1,0.818863895,3,2,3,1
MELON,WET,HUMID,13-20,RAINY,0.1,0.245700036,2,2,3,1
ONION,HUMID,DESERT,30-40,WINDY,6.75,0.180025744,4,3,2,4
CABBAGE,WET,HUMID,20-30,WINDY,3.33,0.424604686,14,2,2,1
RICE,WET,SEMI ARID,20-30,SUNNY,11,0.427313436,9,2,4,3
COTTON,HUMID,SEMI HUMID,20-30,NORMAL,5.6,0.341646844,5,3,1,2
CITRUS,DRY,DESERT,40-50,RAINY,0.6,0.473613129,6,1,3,4
SUGARCANE,DRY,SEMI ARID,40-50,RAINY,4.5,0.948643442,10,1,3,3
ONION,WET,SEMI HUMID,40-50,WINDY,6.125,0.944307273,4,2,2,2
BANANA,DRY,DESERT,20-30,NORMAL,9.85,0.332418966,13,1,1,4
MELON,WET,DESERT,20-30,WINDY,5.6,0.708663051,2,2,2,4
MAIZE,DRY,SEMI ARID,30-40,WINDY,8.58,0.834380461,7,1,2,3
MUSTARD,DRY,DESERT,40-50,WINDY,10.12,0.993803542,11,1,2,4
WHEAT,HUMID,SEMI HUMID,40-50,RAINY,0.7,0.237508225,8,3,3,2
WHEAT,WET,HUMID,20-30,RAINY,0.1,0.992166196,8,2,3,1
RICE,DRY,SEMI HUMID,20-30,SUNNY,16,0.686394723,9,1,4,2
WHEAT,WET,SEMI HUMID,20-30,SUNNY,6.56,0.710533066,8,2,4,2
POTATO,DRY,SEMI HUMID,20-30,NORMAL,7.75,0.052012535,12,1,1,2
BEAN,DRY,SEMI ARID,40-50,RAINY,2.8,0.536890222,15,1,3,3
POTATO,DRY,SEMI HUMID,13-20,RAINY,0.25,0.533264684,12,1,3,2
SUGARCANE,HUMID,SEMI HUMID,20-30,WINDY,7.8,0.127012504,10,3,2,2
POTATO,DRY,SEMI ARID,30-40,WINDY,10.8,0.908304263,12,1,2,3
POTATO,HUMID,SEMI ARID,40-50,RAINY,2.1,0.394715399,12,3,3,3
SOYABEAN,WET,SEMI ARID,30-40,SUNNY,7.2,0.545109032,3,2,4,3
CITRUS,WET,SEMI HUMID,40-50,WINDY,6.16,0.160107621,6,2,2,2
RICE,WET,HUMID,30-40,RAINY,0.5,0.494409914,9,2,3,1
POTATO,DRY,SEMI ARID,20-30,WINDY,9.8,0.56252022,12,1,2,3
TOMATO,DRY,DESERT,20-30,SUNNY,8.62,0.450419337,1,1,4,4
MELON,DRY,HUMID,13-20,WINDY,4.96,0.156566954,2,1,2,1
CABBAGE,DRY,DESERT,20-30,SUNNY,8,0.462161744,14,1,4,4
MELON,DRY,HUMID,40-50,RAINY,0.5,0.889427633,2,1,3,1
SOYABEAN,DRY,DESERT,40-50,SUNNY,11.45,0.400498883,3,1,4,4
ONION,WET,DESERT,13-20,NORMAL,2.5,0.308392204,4,2,1,4
MELON,WET,SEMI HUMID,40-50,NORMAL,5.34,0.11893009,2,2,1,2
ONION,DRY,SEMI HUMID,13-20,NORMAL,3.375,0.190325069,4,1,1,2
CITRUS,HUMID,HUMID,30-40,WINDY,5.3,0.666052579,6,3,2,1
RICE,WET,SEMI ARID,13-20,SUNNY,10,0.20194444,9,2,4,3
BANANA,DRY,DESERT,13-20,WINDY,9.65,0.419280444,13,1,2,4
CITRUS,HUMID,DESERT,13-20,NORMAL,4.2,0.012029565,6,3,1,4
TOMATO,HUMID,HUMID,40-50,SUNNY,7.02,0.402409221,1,3,4,1
MAIZE,WET,HUMID,40-50,WINDY,5.5,0.254022469,7,2,2,1
POTATO,WET,HUMID,40-50,RAINY,0.3,0.866563892,12,2,3,1
RICE,HUMID,DESERT,40-50,SUNNY,17.5,0.439476669,9,3,4,4
POTATO,DRY,SEMI HUMID,40-50,WINDY,10.75,0.110974997,12,1,2,2
MUSTARD,HUMID,SEMI HUMID,30-40,WINDY,6.42,0.407556801,11,3,2,2
CABBAGE,HUMID,HUMID,20-30,RAINY,0.1,0.517635376,14,3,3,1
RICE,WET,DESERT,30-40,WINDY,13,0.196053814,9,2,2,4
MAIZE,DRY,SEMI HUMID,13-20,NORMAL,4.86,0.142656381,7,1,1,2
SUGARCANE,WET,HUMID,13-20,WINDY,3.48,0.301343939,10,2,2,1
CITRUS,DRY,SEMI HUMID,30-40,RAINY,0.5,0.849405318,6,1,3,2
CABBAGE,DRY,DESERT,20-30,WINDY,7.5,0.239059779,14,1,2,4
CABBAGE,WET,SEMI ARID,13-20,RAINY,0.1,0.813171129,14,2,3,3
MUSTARD,HUMID,SEMI ARID,30-40,RAINY,0.5,0.639692138,11,3,3,3
BEAN,WET,SEMI ARID,30-40,NORMAL,5.7,0.769335551,15,2,1,3
MAIZE,HUMID,HUMID,13-20,SUNNY,4.02,0.762280059,7,3,4,1
RICE,HUMID,SEMI HUMID,30-40,RAINY,3.5,0.662131982,9,3,3,2
CABBAGE,DRY,DESERT,20-30,RAINY,0.5,0.55845325,14,1,3,4
BEAN,HUMID,SEMI HUMID,13-20,WINDY,4.9,0.620731797,15,3,2,2
WHEAT,HUMID,DESERT,40-50,NORMAL,11.1,0.313064243,8,3,1,4
WHEAT,DRY,DESERT,40-50,WINDY,14.6,0.083460992,8,1,2,4
MAIZE,HUMID,SEMI HUMID,13-20,WINDY,4.42,0.119337001,7,3,2,2
SUGARCANE,DRY,DESERT,40-50,SUNNY,15,0.311653325,10,1,4,4
SOYABEAN,DRY,SEMI ARID,40-50,RAINY,2.8,0.529110516,3,1,3,3
CABBAGE,WET,DESERT,20-30,RAINY,0.2,0.618086573,14,2,3,4
MAIZE,DRY,DESERT,40-50,WINDY,10.12,0.984126644,7,1,2,4
MELON,DRY,SEMI ARID,20-30,SUNNY,8.08,0.915615358,2,1,4,3
BEAN,DRY,SEMI HUMID,13-20,RAINY,0.1,0.148376174,15,1,3,2
COTTON,WET,SEMI HUMID,30-40,NORMAL,5.54,0.74838645,5,2,1,2
SOYABEAN,HUMID,SEMI ARID,30-40,WINDY,7.6,0.510361086,3,3,2,3
SOYABEAN,WET,SEMI HUMID,30-40,WINDY,5.7,0.068375796,3,2,2,2
ONION,WET,SEMI HUMID,30-40,RAINY,4.625,0.938049958,4,2,3,2
CITRUS,HUMID,SEMI HUMID,30-40,SUNNY,6.6,0.363185437,6,3,4,2
WHEAT,WET,HUMID,30-40,RAINY,0.2,0.233004383,8,2,3,1
POTATO,DRY,HUMID,40-50,SUNNY,10,0.618756723,12,1,4,1
BANANA,WET,SEMI HUMID,20-30,NORMAL,4.4,0.192789423,13,2,1,2
BEAN,WET,SEMI ARID,13-20,NORMAL,3.5,0.881497501,15,2,1,3
MELON,HUMID,DESERT,20-30,SUNNY,7.18,0.791869656,2,3,4,4
CABBAGE,HUMID,SEMI ARID,40-50,SUNNY,8.1,0.189921383,14,3,4,3
MUSTARD,WET,DESERT,40-50,SUNNY,8.1,0.252849883,11,2,4,4
SOYABEAN,DRY,HUMID,20-30,WINDY,6.5,0.502209011,3,1,2,1
RICE,HUMID,HUMID,40-50,SUNNY,11.5,0.596685792,9,3,4,1
MAIZE,WET,SEMI HUMID,13-20,NORMAL,2.34,0.619940847,7,2,1,2
SOYABEAN,DRY,HUMID,40-50,RAINY,0.8,0.186039943,3,1,3,1
POTATO,HUMID,SEMI ARID,20-30,NORMAL,6.62,0.746375212,12,3,1,3
MAIZE,WET,SEMI HUMID,40-50,NORMAL,5.34,0.907148457,7,2,1,2
POTATO,DRY,HUMID,30-40,SUNNY,9.1,0.309707627,12,1,4,1
ONION,HUMID,DESERT,20-30,NORMAL,0.2,0.374666044,4,3,1,4
WHEAT,DRY,DESERT,30-40,RAINY,4.4,0.479229168,8,1,3,4
COTTON,WET,SEMI ARID,40-50,RAINY,0.8,0.958738755,5,2,3,3
COTTON,HUMID,SEMI HUMID,40-50,NORMAL,7.5,0.180886757,5,3,1,2
ONION,HUMID,SEMI HUMID,20-30,NORMAL,4.875,0.549751176,4,3,1,2
COTTON,HUMID,HUMID,40-50,NORMAL,5.15,0.291720418,5,3,1,1
ONION,DRY,SEMI HUMID,20-30,RAINY,0.2,0.557483728,4,1,3,2
MUSTARD,HUMID,HUMID,20-30,RAINY,0.1,0.444205189,11,3,3,1
BANANA,HUMID,HUMID,30-40,NORMAL,5,0.15650494,13,3,1,1
SOYABEAN,DRY,SEMI HUMID,20-30,WINDY,7.5,0.550654575,3,1,2,2
RICE,DRY,DESERT,20-30,SUNNY,19.5,0.00290756,9,1,4,4
SOYABEAN,DRY,SEMI ARID,30-40,SUNNY,11.3,0.449668011,3,1,4,3
RICE,DRY,SEMI ARID,30-40,RAINY,9.5,0.921227972,9,1,3,3
SOYABEAN,WET,HUMID,13-20,NORMAL,1.64,0.188570431,3,2,1,1
CABBAGE,DRY,HUMID,13-20,WINDY,4.6,0.050569016,14,1,2,1
TOMATO,WET,DESERT,13-20,WINDY,4.6,0.010046245,1,2,2,4
CABBAGE,DRY,HUMID,40-50,NORMAL,6.6,0.958139537,14,1,1,1
CABBAGE,WET,HUMID,13-20,WINDY,2.33,0.558040861,14,2,2,1
CITRUS,WET,HUMID,13-20,WINDY,2.33,0.691283086,6,2,2,1
COTTON,DRY,DESERT,13-20,NORMAL,8.75,0.925735702,5,1,1,4
TOMATO,HUMID,DESERT,13-20,RAINY,0.2,0.329111527,1,3,3,4
COTTON,WET,HUMID,30-40,WINDY,5.1,0.956511281,5,2,2,1
SUGARCANE,DRY,SEMI HUMID,30-40,SUNNY,11.9,0.618918479,10,1,4,2
MELON,WET,SEMI ARID,20-30,NORMAL,4.06,0.040773047,2,2,1,3
RICE,DRY,SEMI HUMID,40-50,NORMAL,16.5,0.538409604,9,1,1,2
SUGARCANE,DRY,SEMI ARID,20-30,RAINY,2.7,0.601358114,10,1,3,3
BEAN,WET,SEMI HUMID,40-50,SUNNY,7.1,0.634268472,15,2,4,2
SOYABEAN,DRY,SEMI HUMID,40-50,SUNNY,10.05,0.862387777,3,1,4,2
SOYABEAN,HUMID,HUMID,13-20,NORMAL,2.8,0.552186187,3,3,1,1
CITRUS,HUMID,DESERT,40-50,SUNNY,8.9,0.903580151,6,3,4,4
SOYABEAN,WET,SEMI HUMID,13-20,NORMAL,2.6,0.995914952,3,2,1,2
RICE,DRY,HUMID,30-40,RAINY,5,0.391994733,9,1,3,1
COTTON,WET,SEMI HUMID,20-30,NORMAL,4.4,0.183812679,5,2,1,2
RICE,HUMID,DESERT,13-20,WINDY,14,0.212587147,9,3,2,4
POTATO,DRY,HUMID,13-20,RAINY,0.3,0.391868464,12,1,3,1
RICE,WET,DESERT,13-20,NORMAL,10,0.281232801,9,2,1,4
SOYABEAN,HUMID,HUMID,30-40,SUNNY,6.4,0.067812039,3,3,4,1
CITRUS,HUMID,SEMI ARID,13-20,SUNNY,5.2,0.728192846,6,3,4,3
MUSTARD,DRY,SEMI HUMID,20-30,NORMAL,5.86,0.795454423,11,1,1,2
BEAN,WET,SEMI ARID,13-20,WINDY,4.5,0.982773295,15,2,2,3
ONION,WET,HUMID,40-50,WINDY,5.625,0.120365942,4,2,2,1
CITRUS,DRY,HUMID,30-40,NORMAL,5.6,0.607376873,6,1,1,1
CITRUS,HUMID,DESERT,40-50,WINDY,8.4,0.120201006,6,3,2,4
CITRUS,WET,SEMI ARID,13-20,RAINY,0.1,0.533601535,6,2,3,3
ONION,WET,DESERT,40-50,NORMAL,7,0.846917422,4,2,1,4
TOMATO,DRY,HUMID,30-40,RAINY,0.3,0.298263861,1,1,3,1
MELON,DRY,DESERT,40-50,NORMAL,9.12,0.202486841,2,1,1,4
WHEAT,HUMID,SEMI ARID,20-30,WINDY,9.1,0.876042084,8,3,2,3
MUSTARD,HUMID,DESERT,13-20,SUNNY,6.18,0.611311463,11,3,4,4
ONION,DRY,SEMI HUMID,30-40,SUNNY,6.875,0.157789372,4,1,4,2
WHEAT,WET,DESERT,30-40,NORMAL,8.3,0.764491267,8,2,1,4
MAIZE,WET,HUMID,30-40,WINDY,4.5,0.770418492,7,2,2,1
TOMATO,HUMID,DESERT,20-30,WINDY,6.68,0.554132873,1,3,2,4
CITRUS,DRY,DESERT,20-30,RAINY,0.5,0.849689552,6,1,3,4
MUSTARD,WET,SEMI ARID,40-50,SUNNY,7.56,0.816062901,11,2,4,3
TOMATO,WET,SEMI HUMID,30-40,WINDY,5.34,0.966511648,1,2,2,2
SOYABEAN,WET,DESERT,13-20,RAINY,0.1,0.857589657,3,2,3,4
MELON,HUMID,DESERT,13-20,WINDY,5.68,0.865045749,2,3,2,4
ONION,DRY,DESERT,13-20,WINDY,5.25,0.625547137,4,1,2,4
TOMATO,HUMID,DESERT,40-50,WINDY,8.68,0.203893665,1,3,2,4
SOYABEAN,WET,DESERT,13-20,WINDY,5.1,0.547225954,3,2,2,4
BANANA,WET,SEMI ARID,40-50,SUNNY,8.7,0.325694835,13,2,4,3
RICE,HUMID,DESERT,30-40,NORMAL,15,0.130389636,9,3,1,4
MUSTARD,DRY,SEMI HUMID,13-20,NORMAL,4.86,0.554773872,11,1,1,2
MAIZE,DRY,SEMI ARID,20-30,NORMAL,6.58,0.073428743,7,1,1,3
ONION,DRY,SEMI ARID,13-20,NORMAL,4.125,0.959083331,4,1,1,3
RICE,WET,HUMID,20-30,WINDY,6,0.329653674,9,2,2,1
MUSTARD,HUMID,DESERT,20-30,WINDY,6.68,0.510802102,11,3,2,4
SUGARCANE,DRY,DESERT,20-30,SUNNY,13,0.608845168,10,1,4,4
SUGARCANE,HUMID,DESERT,13-20,NORMAL,8.06,0.413604146,10,3,1,4
COTTON,HUMID,HUMID,20-30,RAINY,0.2,0.354241409,5,3,3,1
MELON,DRY,DESERT,30-40,WINDY,9.12,0.03474331,2,1,2,4
MELON,WET,SEMI HUMID,13-20,WINDY,3.34,0.455815169,2,2,2,2
RICE,WET,SEMI ARID,40-50,WINDY,12.5,0.405414048,9,2,2,3
POTATO,DRY,SEMI HUMID,40-50,NORMAL,9.75,0.640159108,12,1,1,2
WHEAT,WET,SEMI HUMID,20-30,RAINY,0.3,0.363910767,8,2,3,2
TOMATO,WET,SEMI HUMID,30-40,SUNNY,5.84,0.1449471,1,2,4,2
CITRUS,DRY,HUMID,40-50,RAINY,0.5,0.912500675,6,1,3,1
CABBAGE,DRY,SEMI ARID,30-40,NORMAL,7.1,0.444186421,14,1,1,3
CABBAGE,HUMID,SEMI ARID,20-30,WINDY,5.6,0.137700319,14,3,2,3
TOMATO,HUMID,HUMID,13-20,SUNNY,4.02,0.764218842,1,3,4,1
COTTON,DRY,SEMI ARID,13-20,RAINY,0.25,0.030104365,5,1,3,3
SUGARCANE,HUMID,HUMID,30-40,WINDY,7.35,0.753254437,10,3,2,1
CITRUS,WET,HUMID,30-40,NORMAL,3.33,0.093751262,6,2,1,1
MAIZE,WET,SEMI HUMID,20-30,NORMAL,3.34,0.121996532,7,2,1,2
MAIZE,HUMID,DESERT,20-30,SUNNY,7.18,0.054715294,7,3,4,4
ONION,DRY,SEMI HUMID,20-30,SUNNY,5.875,0.306913142,4,1,4,2
BANANA,WET,HUMID,30-40,NORMAL,4.1,0.018685443,13,2,1,1
MUSTARD,WET,DESERT,40-50,RAINY,0.5,0.220560307,11,2,3,4
CABBAGE,DRY,SEMI ARID,20-30,NORMAL,6,0.588741597,14,1,1,3
BEAN,DRY,DESERT,13-20,WINDY,7.8,0.240483638,15,1,2,4
TOMATO,DRY,SEMI HUMID,13-20,RAINY,0.2,0.255285946,1,1,3,2
RICE,DRY,SEMI HUMID,40-50,RAINY,8.5,0.658430286,9,1,3,2
MUSTARD,HUMID,HUMID,30-40,SUNNY,6.02,0.80753023,11,3,4,1
SUGARCANE,WET,SEMI HUMID,13-20,SUNNY,5.5,0.344155701,10,2,4,2
CITRUS,WET,SEMI HUMID,13-20,SUNNY,3.66,0.056197549,6,2,4,2
RICE,WET,HUMID,30-40,NORMAL,6,0.914210031,9,2,1,1
MUSTARD,HUMID,HUMID,13-20,WINDY,3.52,0.831025969,11,3,2,1
MAIZE,HUMID,DESERT,20-30,WINDY,6.68,0.839939871,7,3,2,4
TOMATO,WET,SEMI HUMID,20-30,NORMAL,3.34,0.19397324,1,2,1,2
MAIZE,WET,HUMID,30-40,NORMAL,3.44,0.643653306,7,2,1,1
MUSTARD,HUMID,SEMI HUMID,13-20,NORMAL,3.42,0.356846801,11,3,1,2
MUSTARD,WET,SEMI ARID,13-20,NORMAL,3.06,0.274614372,11,2,1,3
BANANA,DRY,SEMI ARID,13-20,RAINY,0.25,0.958724057,13,1,3,3
CITRUS,HUMID,DESERT,20-30,NORMAL,5.3,0.51393224,6,3,1,4
COTTON,HUMID,HUMID,40-50,SUNNY,6.65,0.873536332,5,3,4,1
CABBAGE,WET,HUMID,30-40,WINDY,4.33,0.960327316,14,2,2,1
POTATO,WET,HUMID,13-20,SUNNY,3.56,0.959663174,12,2,4,1
MELON,DRY,SEMI ARID,40-50,NORMAL,8.58,0.703199765,2,1,1,3
MELON,WET,SEMI HUMID,40-50,SUNNY,6.84,0.871465639,2,2,4,2
