ID,Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_used,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage,Random Number,Season in number
F00003524,232,Kharif,Alluvial,1,20,18,4,Winter,Minimal Damage,0.983260799,3
F00128918,2267,Rabi,Black-Cotton,1,20,50,3,Monsoon,Minimal Damage,0.983213877,2
F00101595,1576,Rabi,Alluvial,1,40,26,29,Summer,Minimal Damage,0.983213079,1
F00023534,531,Rabi,Alluvial,1,20,12,8,Monsoon,Minimal Damage,0.983208297,2
F00058218,984,Rabi,Alluvial,2,15,38,0,Monsoon,Significant Damage,0.983196381,2
F00102245,1576,Rabi,Alluvial,1,20,28,21,Monsoon,Minimal Damage,0.98317791,2
F00044380,789,Rabi,Alluvial,1,10,23,20,Winter,Minimal Damage,0.983135195,3
F00125986,2139,Rabi,Black-Cotton,1,50,42,5,Winter,Partial Damage,0.983132914,3
F00114156,1898,Rabi,Black-Cotton,1,40,32,17,Monsoon,Significant Damage,0.983119404,2
F00080449,1296,Rabi,Alluvial,1,70,46,4,Monsoon,Minimal Damage,0.983101406,2
F00097397,1478,Rabi,Alluvial,1,50,46,7,Summer,Minimal Damage,0.983092995,1
F00058027,984,Kharif,Alluvial,1,20,27,3,Monsoon,Minimal Damage,0.983084268,2
F00037070,677,Rabi,Black-Cotton,1,10,13,20,Monsoon,Minimal Damage,0.983078599,2
F00084666,1297,Rabi,Black-Cotton,1,40,10,28,Monsoon,Minimal Damage,0.983075015,2
F00051644,851,Kharif,Alluvial,1,40,32,6,Monsoon,Partial Damage,0.983063907,2
F00011973,410,Rabi,Black-Cotton,1,40,24,5,Monsoon,Minimal Damage,0.983054626,2
F00133672,2401,Rabi,Alluvial,1,20,19,35,Monsoon,Minimal Damage,0.983051828,2
F00092830,1478,Rabi,Alluvial,1,60,45,5,Winter,Partial Damage,0.983045281,3
F00054737,915,Kharif,Alluvial,1,20,15,23,Summer,Minimal Damage,0.983022425,1
F00024021,577,Kharif,Alluvial,2,35,32,0,Monsoon,Minimal Damage,0.983022184,2
F00004123,256,Rabi,Black-Cotton,2,20,12,0,Summer,Minimal Damage,0.983015785,1
F00060452,984,Kharif,Black-Cotton,2,5,26,0,Monsoon,Minimal Damage,0.983004336,2
F00070632,1132,Rabi,Black-Cotton,1,5,12,25,Monsoon,Minimal Damage,0.983004157,2
F00037480,731,Rabi,Black-Cotton,1,5,5,20,Summer,Minimal Damage,0.98299566,1
F00147468,2999,Rabi,Alluvial,1,20,39,18,Summer,Minimal Damage,0.982964042,1
F00083966,1296,Rabi,Alluvial,1,30,27,14,Winter,Minimal Damage,0.982958789,3
F00086495,1385,Kharif,Alluvial,1,10,22,19,Monsoon,Minimal Damage,0.982946625,2
F00018787,488,Kharif,Alluvial,2,40,16,0,Monsoon,Minimal Damage,0.982928758,2
F00089547,1385,Rabi,Alluvial,2,20,40,0,Summer,Significant Damage,0.982911532,1
F00100263,1576,Rabi,Alluvial,1,20,24,20,Monsoon,Minimal Damage,0.982904771,2
F00090611,1385,Rabi,Black-Cotton,1,25,27,13,Summer,Minimal Damage,0.982889462,1
F00146423,2999,Kharif,Alluvial,1,10,52,5,Winter,Minimal Damage,0.982881152,3
F00142226,2688,Rabi,Alluvial,3,0,0,0,Summer,Partial Damage,0.982878034,1
F00086457,1385,Rabi,Black-Cotton,1,20,16,28,Winter,Minimal Damage,0.982876683,3
F00116493,1898,Kharif,Alluvial,2,20,46,0,Summer,Partial Damage,0.982875763,1
F00068333,1056,Rabi,Black-Cotton,1,40,43,5,Summer,Minimal Damage,0.982872476,1
F00146927,2999,Rabi,Alluvial,1,40,57,3,Monsoon,Minimal Damage,0.982872098,2
F00148199,2999,Rabi,Black-Cotton,1,20,15,29,Summer,Minimal Damage,0.982864607,1
F00123351,2016,Kharif,Alluvial,1,30,30,12,Summer,Minimal Damage,0.982864331,1
F00035139,677,Rabi,Black-Cotton,1,60,24,6,Winter,Minimal Damage,0.982858323,3
F00061012,984,Kharif,Alluvial,1,10,5,23,Summer,Minimal Damage,0.982854847,1
F00017846,488,Rabi,Black-Cotton,1,40,20,1,Winter,Minimal Damage,0.982840582,3
F00108292,1678,Rabi,Alluvial,1,20,25,24,Monsoon,Minimal Damage,0.982840547,2
F00070919,1132,Kharif,Alluvial,2,30,32,0,Monsoon,Minimal Damage,0.982836768,2
F00028881,625,Rabi,Alluvial,1,20,15,16,Summer,Minimal Damage,0.98283311,1
F00076619,1212,Rabi,Black-Cotton,1,20,20,25,Winter,Minimal Damage,0.982825413,3
F00111230,1785,Rabi,Black-Cotton,1,20,22,28,Monsoon,Minimal Damage,0.982818998,2
F00136512,2541,Kharif,Black-Cotton,2,30,28,0,Monsoon,Minimal Damage,0.982814284,2
F00132836,2401,Rabi,Black-Cotton,1,25,30,22,Monsoon,Minimal Damage,0.982806573,2
F00049294,851,Kharif,Alluvial,1,15,11,5,Summer,Minimal Damage,0.982805989,1
F00065540,1056,Kharif,Alluvial,1,40,37,1,Winter,Minimal Damage,0.982786687,3
F00093038,1478,Kharif,Alluvial,1,5,19,23,Monsoon,Minimal Damage,0.982779447,2
F00142773,2688,Kharif,Alluvial,3,0,0,0,Monsoon,Partial Damage,0.982756413,2
F00071640,1132,Rabi,Alluvial,1,30,40,3,Winter,Minimal Damage,0.982749477,3
F00048661,851,Rabi,Black-Cotton,1,45,22,15,Monsoon,Minimal Damage,0.982745651,2
F00036055,677,Rabi,Black-Cotton,1,10,30,2,Monsoon,Minimal Damage,0.982744861,2
F00021463,531,Rabi,Black-Cotton,1,40,22,7,Monsoon,Minimal Damage,0.982740274,2
F00098355,1575,Kharif,Black-Cotton,2,20,41,0,Summer,Minimal Damage,0.98272192,1
F00043553,789,Rabi,Black-Cotton,1,35,27,3,Monsoon,Minimal Damage,0.982715994,2
F00030495,625,Rabi,Alluvial,1,10,10,2,Summer,Minimal Damage,0.982715443,1
F00106146,1678,Rabi,Black-Cotton,1,40,19,25,Monsoon,Minimal Damage,0.982705553,2
F00110829,1785,Rabi,Alluvial,2,20,39,0,Summer,Minimal Damage,0.982692095,1
F00065250,1056,Kharif,Black-Cotton,2,15,11,0,Summer,Minimal Damage,0.982691159,1
F00127222,2139,Rabi,Black-Cotton,1,20,50,2,Summer,Minimal Damage,0.982683781,1
F00056320,916,Rabi,Black-Cotton,1,10,32,1,Monsoon,Partial Damage,0.982669591,2
F00071578,1132,Rabi,Alluvial,2,50,38,0,Winter,Minimal Damage,0.98264181,3
F00143381,2840,Rabi,Black-Cotton,2,10,30,0,Summer,Minimal Damage,0.982640274,1
F00123546,2138,Kharif,Alluvial,1,20,27,23,Monsoon,Minimal Damage,0.982632176,2
F00110111,1785,Rabi,Alluvial,1,30,27,26,Winter,Partial Damage,0.982609777,3
F00146956,2999,Rabi,Black-Cotton,1,50,50,6,Monsoon,Minimal Damage,0.982602573,2
F00122142,2016,Kharif,Alluvial,1,5,20,27,Monsoon,Minimal Damage,0.982586829,2
F00122149,2016,Kharif,Alluvial,1,20,15,8,Monsoon,Minimal Damage,0.982584505,2
F00044063,789,Kharif,Alluvial,1,15,18,17,Summer,Minimal Damage,0.982581474,1
F00103718,1678,Rabi,Black-Cotton,1,20,20,9,Summer,Minimal Damage,0.982531245,1
F00017035,488,Rabi,Black-Cotton,1,50,28,3,Summer,Minimal Damage,0.982525975,1
F00049247,851,Rabi,Black-Cotton,1,15,25,15,Winter,Minimal Damage,0.982521358,3
F00117358,1898,Rabi,Black-Cotton,2,15,52,0,Winter,Minimal Damage,0.982515861,3
F00097817,1478,Kharif,Alluvial,1,20,30,8,Summer,Minimal Damage,0.982507568,1
F00077088,1212,Rabi,Alluvial,1,20,13,24,Winter,Minimal Damage,0.982492937,3
F00094971,1478,Kharif,Alluvial,1,20,32,13,Summer,Partial Damage,0.982487888,1
F00064431,1056,Kharif,Alluvial,1,30,28,10,Monsoon,Minimal Damage,0.982473083,2
F00101702,1576,Rabi,Black-Cotton,1,20,33,11,Monsoon,Minimal Damage,0.982465779,2
F00060096,984,Kharif,Alluvial,1,30,18,14,Monsoon,Minimal Damage,0.982465581,2
F00140927,2688,Kharif,Alluvial,2,20,55,0,Monsoon,Partial Damage,0.982462032,2
F00008464,342,Kharif,Alluvial,1,20,27,3,Winter,Minimal Damage,0.98246164,3
F00054855,915,Rabi,Black-Cotton,1,75,35,2,Summer,Minimal Damage,0.982461023,1
F00087063,1385,Kharif,Alluvial,1,5,23,18,Monsoon,Minimal Damage,0.982456402,2
F00127787,2139,Rabi,Alluvial,1,40,46,8,Winter,Partial Damage,0.98245619,3
F00082506,1296,Rabi,Alluvial,2,30,25,0,Winter,Minimal Damage,0.982424117,3
F00029562,625,Rabi,Black-Cotton,1,40,18,15,Monsoon,Minimal Damage,0.982421866,2
F00019841,489,Rabi,Black-Cotton,2,40,32,0,Monsoon,Partial Damage,0.982412653,2
F00016889,488,Kharif,Black-Cotton,2,40,17,0,Monsoon,Minimal Damage,0.982411906,2
